,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
398,Donald Trump,All polls,10/26/2018,5/3/2017,5/7/2017,Ipsos,B+,1806.0,a,0.1608631,0.0,42.9,50.9,43.35801,49.63159,,T,http://polling.reuters.com/#poll/CP3_2/,49708,78049,5/9/2017,09:39:46 26 Oct 2018,736456.0
399,Donald Trump,All polls,10/26/2018,5/3/2017,5/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,45.0,54.0,39.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49701,78034,5/8/2017,09:39:46 26 Oct 2018,736456.0
400,Donald Trump,All polls,10/26/2018,5/4/2017,5/6/2017,Gallup,B,1500.0,a,0.1496808,0.0,40.0,54.0,41.03185,52.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49700,78033,5/7/2017,09:39:46 26 Oct 2018,736455.0
401,Donald Trump,All polls,10/26/2018,5/4/2017,5/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,46.0,54.0,40.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49705,78038,5/9/2017,09:39:46 26 Oct 2018,736457.0
402,Donald Trump,All polls,10/26/2018,5/5/2017,5/7/2017,Gallup,B,1500.0,a,0.14927720000000003,0.0,42.0,53.0,43.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49702,78035,5/8/2017,09:39:46 26 Oct 2018,736456.0
403,Donald Trump,All polls,10/26/2018,5/4/2017,5/8/2017,Ipsos,B+,1828.0,a,0.1635036,0.0,42.8,51.6,43.258,50.331579999999995,,T,http://polling.reuters.com/#poll/CP3_2/,49707,78048,5/9/2017,09:39:46 26 Oct 2018,736457.0
404,Donald Trump,All polls,10/26/2018,5/6/2017,5/8/2017,Gallup,B,1500.0,a,0.14896410000000002,0.0,40.0,53.0,41.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49706,78039,5/9/2017,09:39:46 26 Oct 2018,736457.0
405,Donald Trump,All polls,10/26/2018,5/4/2017,5/9/2017,Quinnipiac University,A-,1078.0,rv,1.487576,0.0,36.0,58.0,37.72704,56.528909999999996,,,https://poll.qu.edu/national/release-detail?ReleaseID=2456,49715,78057,5/10/2017,09:39:46 26 Oct 2018,736458.0
406,Donald Trump,All polls,10/26/2018,5/5/2017,5/9/2017,Ipsos,B+,1832.0,a,0.164438,0.0,42.5,51.9,42.958,50.63159,,T,http://polling.reuters.com/#poll/CP3_2/,49726,78069,5/14/2017,09:39:46 26 Oct 2018,736458.0
407,Donald Trump,All polls,10/26/2018,5/5/2017,5/11/2017,SurveyMonkey,D-,10468.0,a,0.2395411,0.0,43.0,55.0,40.68448,53.73281,,,https://drive.google.com/file/d/0B83Vpfes67zfdF9UV2ExYWpMMkU/view,49720,78062,5/12/2017,09:39:46 26 Oct 2018,736460.0
408,Donald Trump,All polls,10/26/2018,5/6/2017,5/10/2017,Ipsos,B+,1767.0,a,0.1589921,0.0,41.0,53.4,41.458,52.13159,,T,http://polling.reuters.com/#poll/CP3_2/,49725,78068,5/14/2017,09:39:46 26 Oct 2018,736459.0
409,Donald Trump,All polls,10/26/2018,5/7/2017,5/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,47.0,53.0,41.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49711,78052,5/10/2017,09:39:46 26 Oct 2018,736458.0
410,Donald Trump,All polls,10/26/2018,5/6/2017,5/9/2017,YouGov,B,1500.0,a,0.9104783999999999,0.0,41.0,51.0,41.98506,53.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7gtsiw6kbg/econToplines.pdf,49713,78054,5/10/2017,09:39:46 26 Oct 2018,736458.0
411,Donald Trump,All polls,10/26/2018,5/7/2017,5/9/2017,Gallup,B,1500.0,a,0.1486749,0.0,40.0,53.0,41.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49714,78056,5/10/2017,09:39:46 26 Oct 2018,736458.0
412,Donald Trump,All polls,10/26/2018,5/8/2017,5/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,48.0,52.0,42.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49716,78058,5/11/2017,09:39:46 26 Oct 2018,736459.0
413,Donald Trump,All polls,10/26/2018,5/8/2017,5/10/2017,Gallup,B,1500.0,a,0.1483434,0.0,38.0,55.0,39.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49717,78059,5/11/2017,09:39:46 26 Oct 2018,736459.0
414,Donald Trump,All polls,10/26/2018,5/7/2017,5/11/2017,Ipsos,B+,1855.0,a,0.1671297,0.0,42.0,52.9,42.458,51.63159,,T,http://polling.reuters.com/#poll/CP3_2/,49724,78067,5/14/2017,09:39:46 26 Oct 2018,736460.0
415,Donald Trump,All polls,10/26/2018,5/9/2017,5/11/2017,Morning Consult,B-,1731.0,rv,0.47320439999999997,0.0,45.0,47.0,41.96395,49.15502,,,https://morningconsult.com/2017/05/11/partisanship-strong-factor-voters-stance-comey-firing/,49718,78060,5/12/2017,09:39:46 26 Oct 2018,736460.0
416,Donald Trump,All polls,10/26/2018,5/8/2017,5/12/2017,Ipsos,B+,1919.0,a,0.17300120000000002,0.0,41.1,53.7,41.558,52.43159,,T,http://polling.reuters.com/#poll/CP3_2/,49736,78089,5/16/2017,09:39:46 26 Oct 2018,736461.0
417,Donald Trump,All polls,10/26/2018,5/9/2017,5/11/2017,Gallup,B,1500.0,a,0.14801370000000003,0.0,41.0,54.0,42.03185,52.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49721,78064,5/12/2017,09:39:46 26 Oct 2018,736460.0
418,Donald Trump,All polls,10/26/2018,5/9/2017,5/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,45.0,55.0,39.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49719,78061,5/12/2017,09:39:46 26 Oct 2018,736460.0
419,Donald Trump,All polls,10/26/2018,5/9/2017,5/13/2017,Ipsos,B+,1840.0,a,0.16588570000000002,0.0,40.9,53.7,41.35801,52.43159,,T,http://polling.reuters.com/#poll/CP3_2/,49735,78088,5/16/2017,09:39:46 26 Oct 2018,736462.0
420,Donald Trump,All polls,10/26/2018,5/10/2017,5/12/2017,Gallup,B,1500.0,a,0.1476858,0.0,40.0,55.0,41.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49722,78065,5/13/2017,09:39:46 26 Oct 2018,736461.0
421,Donald Trump,All polls,10/26/2018,5/11/2017,5/13/2017,Gallup,B,1500.0,a,0.1473597,0.0,39.0,56.0,40.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49723,78066,5/14/2017,09:39:46 26 Oct 2018,736462.0
422,Donald Trump,All polls,10/26/2018,5/10/2017,5/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,44.0,56.0,38.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49728,78077,5/15/2017,09:39:46 26 Oct 2018,736463.0
423,Donald Trump,All polls,10/26/2018,5/10/2017,5/14/2017,Ipsos,B+,1873.0,a,0.16870529999999997,0.0,40.9,53.5,41.35801,52.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49734,78087,5/16/2017,09:39:46 26 Oct 2018,736463.0
424,Donald Trump,All polls,10/26/2018,5/11/2017,5/13/2017,NBC News/Wall Street Journal,A-,800.0,a,1.327316,0.0,39.0,54.0,38.27756,54.61168000000001,,,https://www.scribd.com/document/348302118/NBC-WSJ-May-2017-poll,49727,78076,5/14/2017,09:39:46 26 Oct 2018,736462.0
425,Donald Trump,All polls,10/26/2018,5/12/2017,5/14/2017,Morning Consult,B-,2001.0,rv,0.5205442,0.0,43.0,51.0,39.96395,53.15501999999999,,,https://morningconsult.com/wp-content/uploads/2017/05/170507_crosstabs_Politico_v1_TB.pdf,49737,78094,5/17/2017,09:39:46 26 Oct 2018,736463.0
426,Donald Trump,All polls,10/26/2018,5/11/2017,5/15/2017,Ipsos,B+,1850.0,a,0.1663984,0.0,39.6,54.6,40.058,53.33158,,T,http://polling.reuters.com/#poll/CP3_2/,49733,78086,5/16/2017,09:39:46 26 Oct 2018,736464.0
427,Donald Trump,All polls,10/26/2018,5/11/2017,5/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,43.0,57.0,37.67122,57.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49730,78079,5/16/2017,09:39:46 26 Oct 2018,736464.0
428,Donald Trump,All polls,10/26/2018,5/12/2017,5/14/2017,Public Policy Polling,B,692.0,rv,1.0730790000000001,0.0,40.0,54.0,39.32967,54.34305,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_51617.pdf,49731,78080,5/16/2017,09:39:46 26 Oct 2018,736463.0
429,Donald Trump,All polls,10/26/2018,5/12/2017,5/14/2017,Gallup,B,1500.0,a,0.1470355,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49729,78078,5/15/2017,09:39:46 26 Oct 2018,736463.0
430,Donald Trump,All polls,10/26/2018,5/13/2017,5/15/2017,Gallup,B,1500.0,a,0.14719870000000002,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49732,78081,5/16/2017,09:39:46 26 Oct 2018,736464.0
431,Donald Trump,All polls,10/26/2018,5/12/2017,5/16/2017,Ipsos,B+,1871.0,a,0.1679018,0.0,38.8,55.5,39.258,54.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49749,78114,5/19/2017,09:39:46 26 Oct 2018,736465.0
432,Donald Trump,All polls,10/26/2018,5/14/2017,5/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,44.0,56.0,38.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49738,78095,5/17/2017,09:39:46 26 Oct 2018,736465.0
433,Donald Trump,All polls,10/26/2018,5/14/2017,5/16/2017,Gallup,B,1500.0,a,0.14748699999999998,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49740,78098,5/17/2017,09:39:46 26 Oct 2018,736465.0
434,Donald Trump,All polls,10/26/2018,5/13/2017,5/16/2017,YouGov,B,1500.0,a,0.9116957,0.0,39.0,51.0,39.98506,53.46565,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/r7qogc932v/econTabReport.pdf,49739,78096,5/17/2017,09:39:46 26 Oct 2018,736465.0
435,Donald Trump,All polls,10/26/2018,5/13/2017,5/17/2017,Ipsos,B+,1883.0,a,0.1684464,0.0,38.7,55.5,39.158,54.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49748,78113,5/19/2017,09:39:46 26 Oct 2018,736466.0
436,Donald Trump,All polls,10/26/2018,5/13/2017,5/17/2017,Monmouth University,A+,1002.0,a,2.127005,0.0,39.0,53.0,39.15524,54.72755,,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_051817/,49743,78101,5/18/2017,09:39:46 26 Oct 2018,736466.0
437,Donald Trump,All polls,10/26/2018,5/12/2017,5/18/2017,SurveyMonkey,D-,10220.0,a,0.25886390000000004,0.0,40.0,58.0,37.68448,56.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpRGNsZFFuRWRUbHc/view,49750,78115,5/19/2017,09:39:46 26 Oct 2018,736467.0
438,Donald Trump,All polls,10/26/2018,5/14/2017,5/18/2017,Ipsos,B+,1971.0,a,0.1756868,0.0,38.0,56.2,38.458,54.93159,,T,http://polling.reuters.com/#poll/CP3_2/,49747,78112,5/19/2017,09:39:46 26 Oct 2018,736467.0
439,Donald Trump,All polls,10/26/2018,5/15/2017,5/17/2017,Gallup,B,1500.0,a,0.14740699999999998,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49742,78100,5/18/2017,09:39:46 26 Oct 2018,736466.0
440,Donald Trump,All polls,10/26/2018,5/15/2017,5/17/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,44.0,55.0,38.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49741,78099,5/18/2017,09:39:46 26 Oct 2018,736466.0
441,Donald Trump,All polls,10/26/2018,5/16/2017,5/18/2017,Gallup,B,1500.0,a,0.14735620000000002,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49746,78105,5/19/2017,09:39:46 26 Oct 2018,736467.0
442,Donald Trump,All polls,10/26/2018,5/15/2017,5/18/2017,icitizen,,1933.0,a,0.9479648999999999,0.0,29.0,71.0,30.746270000000003,65.04888000000001,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50973,80614,2/28/2018,09:39:46 26 Oct 2018,736467.0
443,Donald Trump,All polls,10/26/2018,5/15/2017,5/19/2017,Ipsos,B+,1939.0,a,0.17223829999999998,0.0,37.0,57.4,37.458,56.13159,,T,http://polling.reuters.com/#poll/CP3_2/,49762,78137,5/24/2017,09:39:46 26 Oct 2018,736468.0
444,Donald Trump,All polls,10/26/2018,5/16/2017,5/18/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,44.0,56.0,38.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49744,78103,5/19/2017,09:39:46 26 Oct 2018,736467.0
445,Donald Trump,All polls,10/26/2018,5/16/2017,5/18/2017,Morning Consult,B-,1970.0,rv,0.5306441999999999,0.0,41.0,52.0,37.96395,54.15501999999999,,,https://morningconsult.com/2017/05/19/trumps-approval-sinks-amid-avalanche-bad-headlines/,49745,78104,5/19/2017,09:39:46 26 Oct 2018,736467.0
446,Donald Trump,All polls,10/26/2018,5/17/2017,5/19/2017,Gallup,B,1500.0,a,0.1473129,0.0,37.0,56.0,38.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49751,78117,5/20/2017,09:39:46 26 Oct 2018,736468.0
447,Donald Trump,All polls,10/26/2018,5/16/2017,5/20/2017,Ipsos,B+,1946.0,a,0.17226570000000002,0.0,37.1,56.8,37.558,55.53159,,T,http://polling.reuters.com/#poll/CP3_2/,49761,78136,5/24/2017,09:39:46 26 Oct 2018,736469.0
448,Donald Trump,All polls,10/26/2018,5/16/2017,5/22/2017,Kaiser Family Foundation,,1025.0,a,1.462623,0.0,37.0,58.0,37.722840000000005,56.3086,,,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-May-2017-The-AHCAs-Proposed-Changes-to-Health-Care,49802,78245,5/31/2017,09:39:46 26 Oct 2018,736471.0
449,Donald Trump,All polls,10/26/2018,5/17/2017,5/20/2017,Harris Interactive,C+,2006.0,rv,1.316705,0.0,45.0,55.0,41.2764,54.36305,,,http://harvardharrispoll.com/wp-content/uploads/2017/05/HCAPS_HarrisPoll_May-Wave_Top-Line-Memo_Registered-Voters-Current-Affairs.pdf,49757,78123,5/23/2017,09:39:46 26 Oct 2018,736469.0
450,Donald Trump,All polls,10/26/2018,5/17/2017,5/21/2017,Ipsos,B+,1952.0,a,0.1722705,0.0,37.1,57.1,37.558,55.83158,,T,http://polling.reuters.com/#poll/CP3_2/,49760,78135,5/24/2017,09:39:46 26 Oct 2018,736470.0
451,Donald Trump,All polls,10/26/2018,5/17/2017,5/20/2017,American Research Group,C+,1100.0,a,1.148289,0.0,39.0,56.0,41.0898,53.37186,,,http://americanresearchgroup.com/economy/,49754,78120,5/22/2017,09:39:46 26 Oct 2018,736469.0
452,Donald Trump,All polls,10/26/2018,5/18/2017,5/20/2017,Gallup,B,1500.0,a,0.147255,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49752,78118,5/21/2017,09:39:46 26 Oct 2018,736469.0
453,Donald Trump,All polls,10/26/2018,5/17/2017,5/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,44.0,56.0,38.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49753,78119,5/22/2017,09:39:46 26 Oct 2018,736470.0
454,Donald Trump,All polls,10/26/2018,5/17/2017,5/23/2017,Quinnipiac University,A-,1404.0,rv,1.743081,0.0,37.0,55.0,38.72704,53.528909999999996,,,https://poll.qu.edu/national/release-detail?ReleaseID=2460,49767,78142,5/24/2017,09:39:46 26 Oct 2018,736472.0
455,Donald Trump,All polls,10/26/2018,5/19/2017,5/21/2017,Gallup,B,1500.0,a,0.1471973,0.0,37.0,56.0,38.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49755,78121,5/22/2017,09:39:46 26 Oct 2018,736470.0
456,Donald Trump,All polls,10/26/2018,5/18/2017,5/22/2017,Morning Consult,B-,1938.0,rv,0.5528023,0.0,46.0,50.0,42.96395,52.15502,,,https://morningconsult.com/2017/05/24/trump-arrests-slide-despite-concerns-russia-probe-comey-firing/,49765,78139,5/24/2017,09:39:46 26 Oct 2018,736471.0
457,Donald Trump,All polls,10/26/2018,5/18/2017,5/22/2017,Ipsos,B+,1953.0,a,0.17192879999999996,0.0,36.6,57.3,37.058,56.03159,,T,http://polling.reuters.com/#poll/CP3_2/,49763,78134,5/24/2017,09:39:46 26 Oct 2018,736471.0
458,Donald Trump,All polls,10/26/2018,5/18/2017,5/22/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,46.0,54.0,40.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49756,78122,5/23/2017,09:39:46 26 Oct 2018,736471.0
459,Donald Trump,All polls,10/26/2018,5/18/2017,5/23/2017,Garin-Hart-Yang/Global Strategy Group,,1000.0,rv,1.21633,0.0,40.0,54.0,39.406079999999996,55.064640000000004,,,https://www.scribd.com/document/349515537/Priorities-USA-New-Poll-Messaging-Guidance-on-Russia-Health-Care-Other-Issues-Affecting-Voters-Lives,50312,79048,10/10/2017,09:39:46 26 Oct 2018,736472.0
460,Donald Trump,All polls,10/26/2018,5/19/2017,5/23/2017,Ipsos,B+,2003.0,a,0.1759467,0.0,37.3,56.9,37.758,55.63159,,T,http://polling.reuters.com/#poll/CP3_2/,49793,78226,5/30/2017,09:39:46 26 Oct 2018,736472.0
461,Donald Trump,All polls,10/26/2018,5/20/2017,5/22/2017,Gallup,B,1500.0,a,0.1471396,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49758,78124,5/23/2017,09:39:46 26 Oct 2018,736471.0
462,Donald Trump,All polls,10/26/2018,5/20/2017,5/23/2017,YouGov,B,1500.0,a,0.9116957,0.0,39.0,51.0,39.98506,53.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7dq9dycdgv/econToplines.pdf,49764,78138,5/24/2017,09:39:46 26 Oct 2018,736472.0
463,Donald Trump,All polls,10/26/2018,5/21/2017,5/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,48.0,52.0,42.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49759,78125,5/24/2017,09:39:46 26 Oct 2018,736472.0
464,Donald Trump,All polls,10/26/2018,5/21/2017,5/23/2017,Gallup,B,1500.0,a,0.14708210000000002,0.0,39.0,55.0,40.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49766,78141,5/24/2017,09:39:46 26 Oct 2018,736472.0
465,Donald Trump,All polls,10/26/2018,5/19/2017,5/25/2017,SurveyMonkey,D-,11241.0,a,0.2798145,0.0,42.0,56.0,39.68448,54.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpU0tPNTMtYVJpOWc/view,49783,78209,5/26/2017,09:39:46 26 Oct 2018,736474.0
466,Donald Trump,All polls,10/26/2018,5/21/2017,5/23/2017,Fox News,A,1011.0,rv,1.8058419999999997,0.0,40.0,53.0,38.1885,53.89617,,,http://www.foxnews.com/politics/interactive/2017/05/24/fox-news-poll-may-24-2017.html,49780,78205,5/24/2017,09:39:46 26 Oct 2018,736472.0
467,Donald Trump,All polls,10/26/2018,5/20/2017,5/24/2017,Ipsos,B+,2020.0,a,0.1770681,0.0,37.9,56.1,38.35801,54.83158,,T,http://polling.reuters.com/#poll/CP3_2/,49792,78225,5/30/2017,09:39:46 26 Oct 2018,736473.0
468,Donald Trump,All polls,10/26/2018,5/22/2017,5/24/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,48.0,52.0,42.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49781,78206,5/25/2017,09:39:46 26 Oct 2018,736473.0
469,Donald Trump,All polls,10/26/2018,5/21/2017,5/25/2017,Ipsos,B+,2063.0,a,0.1804412,0.0,38.4,56.4,38.85801,55.13159,,T,http://polling.reuters.com/#poll/CP3_2/,49791,78224,5/30/2017,09:39:46 26 Oct 2018,736474.0
470,Donald Trump,All polls,10/26/2018,5/22/2017,5/24/2017,Gallup,B,1500.0,a,0.1470247,0.0,39.0,55.0,40.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49782,78208,5/25/2017,09:39:46 26 Oct 2018,736473.0
471,Donald Trump,All polls,10/26/2018,5/23/2017,5/25/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,46.0,54.0,40.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49786,78213,5/27/2017,09:39:46 26 Oct 2018,736474.0
472,Donald Trump,All polls,10/26/2018,5/22/2017,5/26/2017,Ipsos,B+,2235.0,a,0.1950596,0.0,37.9,56.6,38.35801,55.33158,,T,http://polling.reuters.com/#poll/CP3_2/,49799,78232,5/30/2017,09:39:46 26 Oct 2018,736475.0
473,Donald Trump,All polls,10/26/2018,5/22/2017,5/25/2017,icitizen,,1860.0,a,0.9185191999999999,0.0,29.1,70.2,30.84628,64.24888,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50972,80613,2/28/2018,09:39:46 26 Oct 2018,736474.0
474,Donald Trump,All polls,10/26/2018,5/23/2017,5/25/2017,Gallup,B,1500.0,a,0.1470531,0.0,41.0,54.0,42.03185,52.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49784,78211,5/26/2017,09:39:46 26 Oct 2018,736474.0
475,Donald Trump,All polls,10/26/2018,5/23/2017,5/27/2017,Ipsos,B+,2210.0,a,0.19259160000000003,0.0,38.8,55.8,39.258,54.53159,,T,http://polling.reuters.com/#poll/CP3_2/,49798,78231,5/30/2017,09:39:46 26 Oct 2018,736476.0
476,Donald Trump,All polls,10/26/2018,5/24/2017,5/26/2017,Gallup,B,1500.0,a,0.1471031,0.0,41.0,54.0,42.03185,52.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49787,78214,5/27/2017,09:39:46 26 Oct 2018,736475.0
477,Donald Trump,All polls,10/26/2018,5/24/2017,5/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,45.0,55.0,39.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49789,78216,5/29/2017,09:39:46 26 Oct 2018,736477.0
478,Donald Trump,All polls,10/26/2018,5/24/2017,5/28/2017,Ipsos,B+,2108.0,a,0.18357089999999998,0.0,39.5,54.9,39.958,53.63159,,T,http://polling.reuters.com/#poll/CP3_2/,49797,78230,5/30/2017,09:39:46 26 Oct 2018,736477.0
479,Donald Trump,All polls,10/26/2018,5/25/2017,5/27/2017,Gallup,B,1500.0,a,0.14708859999999999,0.0,42.0,53.0,43.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49788,78215,5/28/2017,09:39:46 26 Oct 2018,736476.0
480,Donald Trump,All polls,10/26/2018,5/25/2017,5/29/2017,Ipsos,B+,2073.0,a,0.18053989999999998,0.0,39.9,55.2,40.35801,53.93159,,T,http://polling.reuters.com/#poll/CP3_2/,49796,78229,5/30/2017,09:39:46 26 Oct 2018,736478.0
481,Donald Trump,All polls,10/26/2018,5/25/2017,5/29/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,44.0,56.0,38.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49794,78227,5/30/2017,09:39:46 26 Oct 2018,736478.0
482,Donald Trump,All polls,10/26/2018,5/26/2017,5/28/2017,Gallup,B,1500.0,a,0.14707409999999999,0.0,42.0,53.0,43.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49790,78217,5/29/2017,09:39:46 26 Oct 2018,736477.0
483,Donald Trump,All polls,10/26/2018,5/25/2017,5/30/2017,Morning Consult,B-,1991.0,rv,0.6683912,0.0,45.0,51.0,41.96395,53.15501999999999,,,http://www.politico.com/story/2017/05/31/trump-impeach-polling-238947,49803,78246,5/31/2017,09:39:46 26 Oct 2018,736479.0
484,Donald Trump,All polls,10/26/2018,5/27/2017,5/29/2017,Gallup,B,1500.0,a,0.14705970000000002,0.0,41.0,54.0,42.03185,52.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49795,78228,5/30/2017,09:39:46 26 Oct 2018,736478.0
485,Donald Trump,All polls,10/26/2018,5/26/2017,5/30/2017,Ipsos,B+,2085.0,a,0.18181150000000001,0.0,39.9,54.9,40.35801,53.63159,,T,http://polling.reuters.com/#poll/CP3_2/,49813,78261,6/3/2017,09:39:46 26 Oct 2018,736479.0
486,Donald Trump,All polls,10/26/2018,5/28/2017,5/30/2017,Gallup,B,1500.0,a,0.14704520000000001,0.0,41.0,53.0,42.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49804,78250,5/31/2017,09:39:46 26 Oct 2018,736479.0
487,Donald Trump,All polls,10/26/2018,5/27/2017,5/31/2017,Ipsos,B+,1872.0,a,0.1636598,0.0,41.2,54.0,41.658,52.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49812,78260,6/3/2017,09:39:46 26 Oct 2018,736480.0
